============================= test session starts ==============================
platform darwin -- Python 3.11.8, pytest-8.4.0, pluggy-1.6.0 -- /Users/nicholasbaro/Python/semant/venv/bin/python3.11
cachedir: .pytest_cache
rootdir: /Users/nicholasbaro/Python/semant
configfile: pytest.ini
plugins: anyio-4.9.0, cov-4.1.0, langsmith-0.3.43, mock-3.12.0, asyncio-1.0.0
asyncio: mode=Mode.AUTO, asyncio_default_fixture_loop_scope=function, asyncio_default_test_loop_scope=function
message = <agents.core.base_agent.AgentMessage object at 0x1440e1950>

    async def process_message(self, message: AgentMessage) -> AgentMessage:
        """Process an incoming message and return a response.
    
        Args:
            message: The message to process.
    
        Returns:
            AgentMessage: The response message.
    
        Raises:
            RuntimeError: If the agent is not initialized.
        """
        if not self._is_initialized:
>           raise RuntimeError("Agent not initialized. Call initialize() first.")
E           RuntimeError: Agent not initialized. Call initialize() first.

agents/core/base_agent.py:257: RuntimeError
_______________________________ test_credentials _______________________________
Expected None, but test returned True. Did you mean to use `assert` instead of `return`?
------------------------------ Captured log call -------------------------------
WARNING  tests.test_vertex_auth:test_vertex_auth.py:87 File permissions should be 600, got 644
__________________________ test_vertex_initialization __________________________
Expected None, but test returned True. Did you mean to use `assert` instead of `return`?
______________________________ test_model_access _______________________________
Expected None, but test returned False. Did you mean to use `assert` instead of `return`?
------------------------------ Captured log call -------------------------------
ERROR    tests.test_vertex_auth:test_vertex_auth.py:130 Model access test failed: 404 Publisher Model `projects/baa-roo/locations/us-central1/publishers/google/models/text-bison@002` was not found or your project does not have access to it. Please ensure you are using a valid model version. For more information, see: https://cloud.google.com/vertex-ai/generative-ai/docs/learn/model-versions
__________________________ test_vertex_initialization __________________________
Expected None, but test returned True. Did you mean to use `assert` instead of `return`?
__________________________ test_invalid_message_type ___________________________

vertex_agent = <agents.domain.vertex_email_agent.VertexEmailAgent object at 0x142d81150>

    @pytest.mark.asyncio
    async def test_invalid_message_type(vertex_agent):
        """Test handling of invalid message types."""
        message = AgentMessage(
            sender_id="test_sender",
            recipient_id="vertex_email_agent",
            content={"invalid": "content"},
            message_type="invalid_type",
            timestamp=datetime.now().timestamp()
        )
    
        response = await vertex_agent.process_message(message)
        assert response is not None
>       assert response.content.get("status") == "error"
E       assert None == 'error'
E        +  where None = <built-in method get of dict object at 0x142c4b780>('status')
E        +    where <built-in method get of dict object at 0x142c4b780> = {'message': "Agent vertex_email_agent processed: {'invalid': 'content'}"}.get
E        +      where {'message': "Agent vertex_email_agent processed: {'invalid': 'content'}"} = AgentMessage(message_id='8fa75d27-f161-4209-bbd8-e7a26cdf228a', sender_id='vertex_email_agent', recipient_id='test_sender', content={'message': "Agent vertex_email_agent processed: {'invalid': 'content'}"}, message_type='invalid_type', timestamp=datetime.datetime(2025, 6, 9, 21, 23, 40, 689336), metadata=None).content

tests/test_vertex_integration.py:94: AssertionError
_______________________ test_knowledge_graph_integration _______________________

vertex_agent = <agents.domain.vertex_email_agent.VertexEmailAgent object at 0x142db12d0>

    @pytest.mark.asyncio
    async def test_knowledge_graph_integration(vertex_agent):
        """Test integration with knowledge graph."""
        message = AgentMessage(
            sender_id="test_sender",
            recipient_id="vertex_email_agent",
            content={
                "recipient": "test@example.com",
                "subject": "Test Subject",
                "body": "Test Body"
            },
            message_type="send_email",
            timestamp=datetime.now().timestamp()
        )
    
        response = await vertex_agent.process_message(message)
        assert response is not None
>       assert "knowledge_graph" in response.content
E       AssertionError: assert 'knowledge_graph' in {'status': 'sent', 'recipient': 'test@example.com', 'subject': 'Test Subject', 'body': 'Test Body'}
E        +  where {'status': 'sent', 'recipient': 'test@example.com', 'subject': 'Test Subject', 'body': 'Test Body'} = AgentMessage(message_id='2ecd29e9-270e-45be-9a0f-15e4274da029', sender_id='vertex_email_agent', recipient_id='test_sender', content={'status': 'sent', 'recipient': 'test@example.com', 'subject': 'Test Subject', 'body': 'Test Body'}, message_type='send_email_response', timestamp=datetime.datetime(2025, 6, 9, 21, 23, 40, 694934), metadata=None).content

tests/test_vertex_integration.py:113: AssertionError
_____________________________ test_error_handling ______________________________

vertex_agent = <agents.domain.vertex_email_agent.VertexEmailAgent object at 0x142db1ed0>

    @pytest.mark.asyncio
    async def test_error_handling(vertex_agent):
        """Test error handling in various scenarios."""
        # Test with invalid email address
        message = AgentMessage(
            sender_id="test_sender",
            recipient_id="vertex_email_agent",
            content={
                "recipient": "invalid-email",
                "subject": "Test Subject",
                "body": "Test Body"
            },
            message_type="send_email",
            timestamp=datetime.now().timestamp()
        )
    
        response = await vertex_agent.process_message(message)
        assert response is not None
>       assert response.content.get("status") == "error"
E       AssertionError: assert 'sent' == 'error'
E         
E         - error
E         + sent

tests/test_vertex_integration.py:133: AssertionError
_________________________ test_empty_subject_and_body __________________________

vertex_agent = <agents.domain.vertex_email_agent.VertexEmailAgent object at 0x142d7b010>

    @pytest.mark.asyncio
    async def test_empty_subject_and_body(vertex_agent):
        """Test handling of empty subject and body."""
        message = AgentMessage(
            sender_id="test_sender",
            recipient_id="vertex_email_agent",
            content={
                "recipient": "test@example.com",
                "subject": "",
                "body": ""
            },
            message_type="send_email",
            timestamp=datetime.now().timestamp()
        )
    
        response = await vertex_agent.process_message(message)
        assert response is not None
>       assert response.content.get("status") == "error"
E       AssertionError: assert 'sent' == 'error'
E         
E         - error
E         + sent

tests/test_vertex_integration.py:152: AssertionError
_______________________________ test_credentials _______________________________
Expected None, but test returned True. Did you mean to use `assert` instead of `return`?
______________________________ test_model_access _______________________________
Expected None, but test returned True. Did you mean to use `assert` instead of `return`?
____________________________ test_workflow_creation ____________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142cabc10>

    @pytest.mark.asyncio
    async def test_workflow_creation(workflow_manager):
        # Create a test workflow
        workflow = Workflow(
            workflow_id="test_workflow",
            name="Test Workflow",
            description="Test workflow for unit tests",
            required_capabilities={
                Capability(CapabilityType.TASK_EXECUTION, "1.0"),
>               Capability(CapabilityType.MONITORING, "1.0")
                           ^^^^^^^^^^^^^^^^^^^^^^^^^
            }
        )

tests/test_workflow_manager.py:112: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

cls = <enum 'CapabilityType'>, name = 'MONITORING'

    def __getattr__(cls, name):
        """
        Return the enum member matching `name`
    
        We use __getattr__ instead of descriptors or inserting into the enum
        class' __dict__ in order to support `name` and `value` being both
        properties for enum members (which live in the class' __dict__) and
        enum members themselves.
        """
        if _is_dunder(name):
            raise AttributeError(name)
        try:
            return cls._member_map_[name]
        except KeyError:
>           raise AttributeError(name) from None
E           AttributeError: MONITORING

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:784: AttributeError
____________________________ test_workflow_assembly ____________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142c60410>
registry = <agents.core.agent_registry.AgentRegistry object at 0x142e04c90>

    @pytest.mark.asyncio
    async def test_workflow_assembly(workflow_manager, registry):
        """Test workflow assembly."""
        # Create agent with required capability
        agent = TestAgent("agent1", capabilities={Capability(CapabilityType.RESEARCH, "1.0")})
        await agent.initialize()
        agent_capabilities = await agent.get_capabilities()
        await registry.register_agent(agent, agent_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={Capability(CapabilityType.RESEARCH, "1.0")}
        )

tests/test_workflow_manager.py:135: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=research, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
___________________________ test_workflow_validation ___________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142ffcd50>

    @pytest.mark.asyncio
    async def test_workflow_validation(workflow_manager):
        """Test workflow validation."""
        workflow_id = await workflow_manager.create_workflow(
            name="Invalid Workflow",
            description="Workflow with missing capabilities",
            required_capabilities=["nonexistent_capability"]
        )
    
        validation = await workflow_manager.validate_workflow(workflow_id)
>       assert not validation["valid"]
                   ^^^^^^^^^^^^^^^^^^^
E       KeyError: 'valid'

tests/test_workflow_manager.py:219: KeyError
_____________________________ test_load_balancing ______________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142c65990>
registry = <agents.core.agent_registry.AgentRegistry object at 0x142d88a50>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_load_balancing(workflow_manager, registry, test_capabilities):
        # Create multiple agents with same capability
        agent1 = TestAgent("agent1", capabilities={next(iter(test_capabilities))})
        agent2 = TestAgent("agent2", capabilities={next(iter(test_capabilities))})
        agent3 = TestAgent("agent3", capabilities={next(iter(test_capabilities))})
    
        # Initialize agents before registration
        await agent1.initialize()
        await agent2.initialize()
        await agent3.initialize()
    
        # Get capabilities after initialization
        agent1_capabilities = await agent1.get_capabilities()
        agent2_capabilities = await agent2.get_capabilities()
        agent3_capabilities = await agent3.get_capabilities()
    
        await registry.register_agent(agent1, agent1_capabilities)
        await registry.register_agent(agent2, agent2_capabilities)
        await registry.register_agent(agent3, agent3_capabilities)
    
        # Create workflow with multiple agents per capability
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={next(iter(test_capabilities))},
            max_agents_per_capability=2
        )

tests/test_workflow_manager.py:244: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
____________________________ test_workflow_metrics _____________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x1441aa8d0>
registry = <agents.core.agent_registry.AgentRegistry object at 0x1441c8fd0>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_workflow_metrics(workflow_manager, registry, test_capabilities):
        # Create agent and workflow
        agent = TestAgent("agent1", capabilities=test_capabilities)
        await agent.initialize()  # Initialize before registration
        agent_capabilities = await agent.get_capabilities()
        await registry.register_agent(agent, agent_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities=test_capabilities,
            max_agents_per_capability=1
        )

tests/test_workflow_manager.py:268: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
_______________________ test_registry_state_consistency ________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142c97710>
registry = <agents.core.agent_registry.AgentRegistry object at 0x14401cf50>

    @pytest.mark.asyncio
    async def test_registry_state_consistency(workflow_manager, registry):
        """Test that registry state remains consistent across workflow operations."""
        # Register initial agents
        agent1 = ResearchTestAgent(agent_id="research_1")
        agent2 = ResearchTestAgent(agent_id="research_2")
    
        await agent1.initialize()  # Initialize before registration
        await agent2.initialize()  # Initialize before registration
    
        agent1_capabilities = await agent1.get_capabilities()
        agent2_capabilities = await agent2.get_capabilities()
    
        await registry.register_agent(agent1, agent1_capabilities)
        await registry.register_agent(agent2, agent2_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={Capability(CapabilityType.RESEARCH, "1.0")}
        )

tests/test_workflow_manager.py:304: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=research, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
__________________ test_concurrent_registration_and_assembly ___________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x141c5f6d0>
registry = <agents.core.agent_registry.AgentRegistry object at 0x14402f690>

    @pytest.mark.asyncio
    async def test_concurrent_registration_and_assembly(workflow_manager, registry):
        """Test handling of concurrent agent registration and workflow assembly."""
        # Create workflow first
>       workflow_id = await workflow_manager.create_workflow(
            name="Concurrent Test",
            description="Test concurrent registration and assembly",
            required_capabilities={Capability(CapabilityType.RESEARCH, "1.0")}
        )

tests/test_workflow_manager.py:321: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=research, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
____________________________ test_registry_recovery ____________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x14421af10>
registry = <agents.core.agent_registry.AgentRegistry object at 0x142de2350>

    @pytest.mark.asyncio
    async def test_registry_recovery(workflow_manager, registry):
        """Test registry recovery after agent failures."""
        # Register agents
        agent1 = ResearchTestAgent(agent_id="research_1")
        agent2 = ResearchTestAgent(agent_id="research_2")
    
        await agent1.initialize()  # Initialize before registration
        await agent2.initialize()  # Initialize before registration
    
        agent1_capabilities = await agent1.get_capabilities()
        agent2_capabilities = await agent2.get_capabilities()
    
        await registry.register_agent(agent1, agent1_capabilities)
        await registry.register_agent(agent2, agent2_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={Capability(CapabilityType.RESEARCH, "1.0")}
        )

tests/test_workflow_manager.py:360: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=research, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
__________________________ test_capability_conflicts ___________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x1441a83d0>
registry = <agents.core.agent_registry.AgentRegistry object at 0x142c2a5d0>

    @pytest.mark.asyncio
    async def test_capability_conflicts(workflow_manager, registry):
        """Test handling of conflicting capabilities between agents."""
        # Create agents with overlapping capabilities
        agent1 = TestAgent(
            agent_id="agent_1",
            agent_type="multi_capability",
            capabilities={
                Capability(CapabilityType.CAP_A, "1.0"),
                Capability(CapabilityType.CAP_B, "1.0")
            }
        )
        agent2 = TestAgent(
            agent_id="agent_2",
            agent_type="multi_capability",
            capabilities={
                Capability(CapabilityType.CAP_B, "1.0"),
                Capability(CapabilityType.CAP_C, "1.0")
            }
        )
    
        # Initialize agents before registration
        await agent1.initialize()
        await agent2.initialize()
    
        agent1_capabilities = await agent1.get_capabilities()
        agent2_capabilities = await agent2.get_capabilities()
    
        await registry.register_agent(agent1, agent1_capabilities)
        await registry.register_agent(agent2, agent2_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={
                Capability(CapabilityType.CAP_A, "1.0"),
                Capability(CapabilityType.CAP_B, "1.0"),
                Capability(CapabilityType.CAP_C, "1.0")
            }
        )

tests/test_workflow_manager.py:405: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=cap_a, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
__________________________ test_registry_persistence ___________________________

